! note: initial lines of file can contain comments
!
            52 -- model for mesa/star, with angular velocities (omega), with convection velocities (conv_vel). cgs units. lnd=ln(density), lnT=ln(temperature), lnR=ln(radius), L=luminosity, dq=fraction of total mstar in cell; remaining cols are mass fractions.

                          M/Msun      5.3506842667144049D+01
                    model_number                            2908
                        star_age      5.0480109868242461D+06
                       initial_z      2.1789999999999999D-03
                        n_shells                            2375
                        net_name   'basic2.net'
                         species                              10

                lnd                        lnT                        lnR                          L                         dq                      omega                   conv_vel                   h1                         he3                        he4                        c12                        n14                        o16                        ne20                       mg24                       ca40                       fe56     
   57    -2.2096748658606708D+01     1.0617168839453976D+01     2.8520227556134024D+01     3.2187505720274285D+39     1.3698726784032102D-10     7.1002709626183602D-06     1.7864797516708645D+04     6.7319145447396646D-01     1.9270629579284809D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   58    -2.2076933518980985D+01     1.0623602185579164D+01     2.8519909334969234D+01     3.2187505785808099D+39     1.3698726784031605D-10     7.1002709626579116D-06     3.2073202934317923D+04     6.7319145447396646D-01     1.9270629579284809D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   59    -2.2048590875665388D+01     1.0632986515857913D+01     2.8519597062148690D+01     3.2187505884593696D+39     2.7397453568059901D-10     7.1002709627037337D-06     5.3212999215964877D+04     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   60    -2.2018643337622960D+01     1.0641936341030646D+01     2.8518989130794061D+01     3.2187506169518362D+39     1.3698726784031689D-10     7.1002709628118516D-06     5.7940836480656843D+04     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   61    -2.1999614384698711D+01     1.0647751832361496D+01     2.8518693733162363D+01     3.2187506348235364D+39     1.3698726784031605D-10     7.1002709628704838D-06     8.4562792608898060D+04     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   62    -2.1972306185503236D+01     1.0656257925355119D+01     2.8518403648846835D+01     3.2187506548303237D+39     2.7397453568060150D-10     7.1002709629312876D-06     9.9907145070727239D+04     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   63    -2.1935427683264143D+01     1.0667106391736933D+01     2.8517838384472957D+01     3.2187507008425422D+39     2.7397453568060070D-10     7.1002709630623312D-06     1.1434701538409504D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   64    -2.1907671585261927D+01     1.0674907719903110D+01     2.8517292677854516D+01     3.2187507528751155D+39     1.3698726784032266D-10     7.1002709650226609D-06     1.4033910977819590D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   65    -2.1889950994942988D+01     1.0679994174315214D+01     2.8517026970527140D+01     3.2187507804951009D+39     1.3698726784031605D-10     7.1002709660445368D-06     1.5647485763970760D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   66    -2.1864425141028327D+01     1.0687458561872513D+01     2.8516765723801000D+01     3.2187508091127150D+39     2.7397453568059573D-10     7.1002709661685576D-06     1.6892241634722999D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   67    -2.1830253138043467D+01     1.0697032902105167D+01     2.8516255809197087D+01     3.2187508691371502D+39     2.7397453568060070D-10     7.1002709663143370D-06     1.8566168258552151D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   68    -2.1796980087614072D+01     1.0706248762505181D+01     2.8515762282757478D+01     3.2187509317727380D+39     2.7397453568060070D-10     7.1002709664631513D-06     2.1897481823709035D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   69    -2.1764594810170705D+01     1.0715133052027452D+01     2.8515284211026710D+01     3.2187509959886044D+39     2.7397453568060070D-10     7.1002709666133023D-06     2.4273821878055175D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   70    -2.1733079365656693D+01     1.0723709664786948D+01     2.8514820719613890D+01     3.2187510611380241D+39     2.7397453568060070D-10     7.1002709667640413D-06     2.6319723754007613D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   71    -2.1702407112987271D+01     1.0731999814487029D+01     2.8514370991932613D+01     3.2187511267378368D+39     2.7397453568060070D-10     7.1002709669148797D-06     2.8022443143830848D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   72    -2.1672545589429548D+01     1.0740022421485402D+01     2.8513934268693269D+01     3.2187511924461729D+39     2.7397453568060070D-10     7.1002709670651054D-06     2.9419918691627643D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   73    -2.1643460282969058D+01     1.0747794456720949D+01     2.8513509846001067D+01     3.2187512580245272D+39     2.7397453568074463D-10     7.1002709672139969D-06     2.9213637196103281D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   74    -2.1602555956394438D+01     1.0759076416111335D+01     2.8513097071943755D+01     3.2187513234687936D+39     5.4794907136120301D-10     7.1002709673625741D-06     3.1332964944317485D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   75    -2.1560532317992082D+01     1.0769753251573905D+01     2.8512303175480489D+01     3.2187514536514560D+39     2.7397453568065195D-10     7.1002709688013281D-06     3.2871730471577529D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   76    -2.1534221757131377D+01     1.0776662473064300D+01     2.8511921891219875D+01     3.2187515176422611D+39     2.7397453568063210D-10     7.1002709700212029D-06     3.4692595716005851D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   77    -2.1496963090053875D+01     1.0786728116537218D+01     2.8511550088176571D+01     3.2187515809956077D+39     5.4794907136119803D-10     7.1002709706772062D-06     3.5315156108294991D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   78    -2.1458913259361955D+01     1.0796309482118213D+01     2.8510832506547579D+01     3.2187517061346326D+39     2.7397453568063871D-10     7.1002709718623293D-06     3.7679127068702302D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   79    -2.1434935724750565D+01     1.0802528682619845D+01     2.8510486559701405D+01     3.2187517673907422D+39     2.7397453568063210D-10     7.1002709728361539D-06     4.0736574535069420D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   80    -2.1400804090418792D+01     1.0811616131659698D+01     2.8510148462418580D+01     3.2187518278079187D+39     5.4794907136120469D-10     7.1002709733655757D-06     4.0794896820503785D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   81    -2.1355826188746060D+01     1.0823188106535070D+01     2.8509493984423084D+01     3.2187519465278633D+39     5.4794907136120141D-10     7.1002709736394402D-06     4.6989451583692947D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   82    -2.1322680046286137D+01     1.0831498409458371D+01     2.8508867087494799D+01     3.2187520613031312D+39     2.7397453568064866D-10     7.1002709745196153D-06     4.7074527591034742D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   83    -2.1301651340661877D+01     1.0836912727215599D+01     2.8508563434752716D+01     3.2187521168886941D+39     2.7397453568063210D-10     7.1002709752471826D-06     4.7107662513017283D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   84    -2.1281062076431149D+01     1.0842213509745728D+01     2.8508265832482614D+01     3.2187521713555065D+39     2.7397453568063210D-10     7.1002709759621875D-06     4.7145672256237176D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   85    -2.1260897857197789D+01     1.0847405578532536D+01     2.8507974037113910D+01     3.2187522247583797D+39     2.7397453568063210D-10     7.1002709763777440D-06     4.7183113957310087D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   86    -2.1231983535360550D+01     1.0855027128645950D+01     2.8507687818596124D+01     3.2187522771456178D+39     5.4794907136120469D-10     7.1002709765037783D-06     4.7224254470811173D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   87    -2.1193967447418509D+01     1.0864808578872937D+01     2.8507130992538227D+01     3.2187523791393584D+39     5.4794907136120141D-10     7.1002709767534577D-06     4.7304471907621357D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   88    -2.1157402887518914D+01     1.0874227449364293D+01     2.8506594057309966D+01     3.2187524772697000D+39     5.4794907136120141D-10     7.1002709775274954D-06     4.7373972892899471D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   89    -2.1130427363367187D+01     1.0881047588177643D+01     2.8506075580119407D+01     3.2187525715226472D+39     2.7397453568063543D-10     7.1002709787927429D-06     4.7435416453672143D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   90    -2.1113157325596558D+01     1.0885509625135518D+01     2.8505822949083047D+01     3.2187526172200815D+39     2.7397453568063210D-10     7.1002709794107605D-06     4.7465733051589111D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   91    -2.1088228855612998D+01     1.0892079464409398D+01     2.8505574456818131D+01     3.2187526621070241D+39     5.4794907136120469D-10     7.1002709797740370D-06     4.7502210470535422D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   92    -2.1055406984991931D+01     1.0900554875218466D+01     2.8505089174400719D+01     3.2187527498152492D+39     5.4794907136136679D-10     7.1002709800044385D-06     4.7573464334305990D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   93    -2.1009555548111298D+01     1.0912829467234359D+01     2.8504618887698320D+01     3.2187528349105636D+39     1.0958981427224185D-09     7.1002709802318486D-06     4.7646801786342098D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805452D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   94    -2.0963158007444953D+01     1.0924403567060645D+01     2.8503718618461654D+01     3.2187529979336244D+39     5.4794907136128738D-10     7.1002709815779265D-06     4.7204771937937390D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805450D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   95    -2.0934256218706961D+01     1.0931878848682472D+01     2.8503288033067093D+01     3.2187530754953499D+39     5.4794907136126420D-10     7.1002709826726686D-06     4.6078884589231359D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270168D-01     1.0517742302805450D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
   96    -2.0906193293656918D+01     1.0939139942707416D+01     2.8502869180898997D+01     3.2187531506851132D+39     5.4794907136126420D-10     7.1002709837690707D-06     4.4856980438663898D+05     6.7319145447396646D-01     1.9270629579284815D-06     3.2465359076270159D-01     1.0517742302805450D-04     4.5619944933404976D-04     7.8452866192074761D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
